RID,Title,Org_Acronym,Org_Name,Org_ID,Spec_References
ASTM D2866,(2011) Total Ash Content of Activated Carbon,ASTM,ASTM INTERNATIONAL,ORG052,"{""44 13 10.13"": [""1.2"", ""2.3""]}"
ASTM D2867,(2009; R 2014) Moisture in Activated Carbon,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 44 00.00 10"": [""1.1"", ""2.5.4.5""], ""44 13 10.13"": [""1.2"", ""2.3""]}"
ASTM D2872,(2019) Standard Test Method for Effect of Heat and Air on a Moving Film of Asphalt (Rolling Thin-Film Oven Test),ASTM,ASTM INTERNATIONAL,ORG052,"{""32 12 16.16"": [""1.3"", ""2.3""]}"
ASTM D2898,(2010; R 2017) Standard Practice for Accelerated Weathering of Fire-Retardant-Treated Wood for Fire Testing,ASTM,ASTM INTERNATIONAL,ORG052,"{""06 10 00"": [""1.1"", ""1.8""], ""06 20 00"": [""1.1"", ""2.7.1""]}"
ASTM D2917,(2007; R 2013) Methyl Isoamyl Ketone,ASTM,ASTM INTERNATIONAL,ORG052,"{""09 97 02"": [""1.2"", ""2.4.3.4""]}"
ASTM D2937,(2017; E 2017; E 2018) Standard Test Method for Density of Soil in Place by the Drive-Cylinder Method,ASTM,ASTM INTERNATIONAL,ORG052,"{""35 41 00"": [""1.2"", ""3.22.3.2.2.3"", ""3.22.3.2.3.2""], ""35 73 13"": [""1.2"", ""3.7.1.5"", ""3.7.1.6.2""]}"
ASTM D2940/D2940M,(2020) Standard Specification for Graded Aggregate Material for Bases or Subbases for Highways or Airports,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 11 26.19"": [""1.2"", ""2.1.2.1""]}"
ASTM D2950/D2950M,(2014) Density of Bituminous Concrete in Place by Nuclear Methods,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 12 16.19"": [""1.2"", ""3.14.1.1""]}"
ASTM D297,(2015; R 2019) Rubber Products - Chemical Analysis,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 13 53"": [""1.1"", ""2.3.1""], ""09 68 00"": [""1.1"", ""2.1.5.12""], ""33 26 00.00 10"": [""1.2"", ""2.4""]}"
ASTM D2974,"(2020; E 2020) Moisture, Ash, and Organic Matter of Peat and Other Organic Soils",ASTM,ASTM INTERNATIONAL,ORG052,"{""02 54 19.13"": [""1.2"", ""3.5.4.2""], ""02 66 13"": [""1.2"", ""2.2.2"", ""3.3.1""], ""31 00 00"": [""1.1"", ""3.11""]}"
ASTM D2990,"(2017) Standard Test Methods for Tensile, Compressive, and Flexural Creep and Creep-Rupture of Plastics",ASTM,ASTM INTERNATIONAL,ORG052,"{""12 93 00"": [""1.1"", ""2.1.13""], ""33 01 30.72"": [""1.1"", ""1.5.1.6"", ""2.1.1.1.1"", ""2.1.1.1.2""]}"
ASTM D2992,"(2012) Obtaining Hydrostatic or Pressure Design Basis for ""Fiberglass"" (Glass-Fiber-Reinforced Thermosetting-Resin) Pipe and Fittings",ASTM,ASTM INTERNATIONAL,ORG052,"{""31 21 00"": [""1.2"", ""2.7""], ""40 05 13"": [""1.2"", ""2.16""], ""46 51 00.00 10"": [""1.1"", ""2.2.2.3.2"", ""2.2.2.4.2""]}"
ASTM D2995,(2023) Determining Application Rate of Bituminous Distributors,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 01 13.62"": [""1.2"", ""2.2.2.1""], ""32 01 13.63"": [""1.2"", ""1.3.6""], ""32 01 13.64"": [""1.2"", ""2.2.2.1""], ""32 12 13"": [""1.2"", ""3.3.4""], ""32 12 36.13"": [""1.2"", ""2.2.2.1""], ""32 13 13.06"": [""1.2"", ""2.3.6""], ""32 13 13.17"": [""1.2"", ""3.7.1""], ""32 13 14.13"": [""1.2"", ""2.11.6""], ""32 13 14.14"": [""1.2"", ""2.11.6""]}"
ASTM D2996,"(2017) Standard Specification for Filament-Wound ""Fiberglass"" (Glass-Fiber-Reinforced Thermosetting-Resin) Pipe",ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""3.12""], ""23 65 00"": [""1.1"", ""2.5.1.9""], ""23 69 00.00 20"": [""1.1"", ""2.11.10""], ""33 30 00"": [""1.1"", ""2.2.2.6.1""], ""33 31 23.00 10"": [""1.1"", ""2.1.4""], ""33 61 13"": [""1.1"", ""2.3.3""], ""33 61 13.13"": [""1.2"", ""2.2.2.3""], ""33 61 14"": [""1.1"", ""2.1.2""], ""33 63 13"": [""1.1"", ""2.3.3""], ""35 59 13.14 20"": [""1.1"", ""2.6.3.1""], ""46 51 00.00 10"": [""1.1"", ""2.2.2.3.2"", ""2.2.2.4.2""]}"
ASTM D2997,"(2015) Centrifugally Cast ""Fiberglass"" (Glass-Fiber-Reinforced Thermosetting-Resin) Pipe",ASTM,ASTM INTERNATIONAL,ORG052,"{""33 30 00"": [""1.1"", ""2.2.2.6.2""], ""33 61 13.13"": [""1.2"", ""2.2.2.3""]}"
ASTM D3018/D3018M,(2011; R 2017) Standard Specification for Class A Asphalt Shingles Surfaced With Mineral Granules,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 31 13"": [""1.1"", ""2.1.1""]}"
ASTM D3019,"(2008) Lap Cement Used with Asphalt Roll Roofing Non Fibered, Asbestos Fibered, and Non Asbestos Fibered",ASTM,ASTM INTERNATIONAL,ORG052,"{""35 20 16.33"": [""1.2"", ""2.2.7""]}"
ASTM D3034,(2016) Standard Specification for Type PSM Poly(Vinyl Chloride) (PVC) Sewer Pipe and Fittings,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 93 00"": [""1.1"", ""2.7""], ""33 30 00"": [""1.1"", ""2.2.1.4.1"", ""3.2.2.3""], ""33 34 56.00 10"": [""1.1"", ""2.2.1.2.1"", ""2.2.1.4.2"", ""2.2.2.1""], ""33 40 00"": [""1.2"", ""2.1.8.1""], ""33 46 13"": [""1.1"", ""2.1.13.3"", ""3.1.4.9""], ""33 46 16"": [""1.2"", ""2.1.1.1""], ""44 41 00"": [""1.1"", ""2.4.1.1.1""], ""46 43 21"": [""1.1"", ""2.2.1.4""]}"
ASTM D3035,(2022) Polyethylene (PE) Plastic Pipe (DR-PR) Based on Controlled Outside Diameter,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""3.12""], ""23 81 47"": [""1.1"", ""2.4.1""], ""31 21 00"": [""1.2"", ""2.6.1""], ""33 11 00"": [""1.2"", ""2.1.1.2.3.1"", ""2.1.1.2.4.1""], ""33 31 23.00 10"": [""1.1"", ""2.1.2.1""], ""40 05 13"": [""1.2"", ""2.14.1""]}"
ASTM D3039/D3039M,(2017) Standard Test Method for Tensile Properties of Polymer Matrix Composite Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""04 01 20.73"": [""1.2"", ""1.5.4"", ""2.2.2.1"", ""2.2.2.2""], ""04 01 20.75"": [""1.2"", ""1.5.3.3.3"", ""2.2.3.1"", ""3.4.1.2"", ""3.4.1.3""], ""06 71 33"": [""1.1"", ""2.1.2""], ""06 73 01"": [""1.1"", ""2.1.1""], ""06 82 14"": [""1.1"", ""2.1.3""]}"
ASTM D3042,(2017) Standard Test Method for Insoluble Residue in Carbonate Aggregates,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 30 00"": [""1.1"", ""2.3.3.1""]}"
ASTM D3045,(1992; R 2010) Practice for Heat Aging of Plastics Without Load,ASTM,ASTM INTERNATIONAL,ORG052,"{""04 01 20.75"": [""1.2"", ""2.2.3.1""], ""07 13 53"": [""1.1"", ""2.4.1""]}"
ASTM D312/D312M,(2016a) Standard Specification for Asphalt Used in Roofing,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 41 16.08"": [""1.1"", ""2.3.4""], ""03 41 33"": [""1.1"", ""2.3.6""], ""03 44 00"": [""1.1"", ""2.5""], ""07 22 00"": [""1.1"", ""2.3.2""], ""07 51 13"": [""1.1"", ""2.4""], ""07 52 00"": [""1.1"", ""2.4""]}"
ASTM D3122,(1995; R 2009) Solvent Cements for Styrene-Rubber (SR) Plastic Pipe and Fittings,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""2.1.1""]}"
ASTM D3138,(2004; R 2016) Standard Specification for Solvent Cements for Transition Joints Between Acrylonitrile-Butadiene-Styrene (ABS) and Poly(Vinyl Chloride) (PVC) Non-Pressure Piping Components,ASTM,ASTM INTERNATIONAL,ORG052,"{""13 34 23.12 10"": [""1.1"", ""2.4.1.1""], ""22 00 00"": [""1.1"", ""2.1.1""]}"
ASTM D3139,(2019) Joints for Plastic Pressure Pipes Using Flexible Elastomeric Seals,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""2.1.1""], ""22 00 70"": [""1.1"", ""2.5""], ""31 21 00"": [""1.2"", ""3.7.1""], ""33 11 00"": [""1.2"", ""2.1.1.2.1.4""], ""33 30 00"": [""1.1"", ""2.2.2.3.1.2""], ""33 31 23.00 10"": [""1.1"", ""2.2.3.2"", ""2.2.4""], ""33 32 16"": [""1.1"", ""2.6.2.1""], ""33 61 13.13"": [""1.2"", ""2.3.3.2""], ""46 07 53"": [""1.1"", ""2.5.7.1""], ""46 53 62"": [""1.1"", ""2.4.2.3""], ""46 61 00"": [""1.1"", ""2.2.1.6.4""]}"
ASTM D3161/D3161M,(2020) Standard Test Method for Wind-Resistance of Steep Slope Roofing Products (Fan-Induced Method),ASTM,ASTM INTERNATIONAL,ORG052,"{""07 31 13"": [""1.1"", ""2.1.1""]}"
ASTM D3171,(2011) Standard Test Method for Constituent Content of Composite Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""04 01 20.73"": [""1.2"", ""2.2.2.1""], ""04 01 20.75"": [""1.2"", ""2.2.3.1""]}"
ASTM D3203/D3203M,(2017) Standard Test Method for Percent Air Voids in Compacted Asphalt Mixtures,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 12 15.13"": [""1.2.4"", ""1.3"", ""1.7.4"", ""1.7.7"", ""3.1.3.6""], ""32 12 15.16"": [""1.2.4"", ""1.3"", ""1.5.1""], ""32 12 16.16"": [""1.3"", ""1.5.7""], ""32 12 17.19"": [""1.3"", ""1.6.4"", ""1.6.4.3"", ""3.1.3.6""]}"
ASTM D3212,(2020) Standard Specification for Joints for Drain and Sewer Plastic Pipes Using Flexible Elastomeric Seals,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""2.1.1""], ""22 00 70"": [""1.1"", ""2.5""], ""33 01 98"": [""1.3"", ""2.2.2.2""], ""33 30 00"": [""1.1"", ""2.2.1.4.2""], ""33 34 56.00 10"": [""1.1"", ""2.2.1.2.2""], ""33 40 00"": [""1.2"", ""2.2.9"", ""2.7.1.1""], ""33 46 13"": [""1.1"", ""3.1.4.9""]}"
ASTM D3222,(2018a) Standard Specification for Unmodified Poly(Vinylidene Fluoride) (PVDF) Molding Extrusion and Coating Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""40 05 13"": [""1.2"", ""2.12.1"", ""2.20.5.3"", ""2.5.10""], ""46 30 13"": [""1.1"", ""2.4.2.4""]}"
ASTM D323,(2015a) Vapor Pressure of Petroleum Products (Reid Method),ASTM,ASTM INTERNATIONAL,ORG052,"{""03 01 00"": [""1.3"", ""2.6.3""]}"
ASTM D3233,(1993; R 2014) Standard Test Methods for Measurement of Extreme Pressure Properties of Fluid Lubricants (Falex Pin and Vee Block Methods),ASTM,ASTM INTERNATIONAL,ORG052,"{""35 01 41.00 10"": [""1.1"", ""3.11.3""]}"
ASTM D3261,(2016) Standard Specification for Butt Heat Fusion Polyethylene (PE) Plastic Fittings for Polyethylene (PE) Plastic Pipe and Tubing,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 00 00"": [""1.1"", ""3.12""], ""23 81 47"": [""1.1"", ""2.4.2""], ""31 21 00"": [""1.2"", ""2.6.2""], ""32 84 23"": [""1.1"", ""2.2.5""], ""32 84 24"": [""1.1"", ""2.1.5.2""], ""33 11 00"": [""1.2"", ""2.1.1.7.2.1""], ""33 51 15"": [""1.2"", ""2.3.1"", ""2.5.3""], ""40 05 13"": [""1.2"", ""2.14.4""]}"
ASTM D3262,"(2020) ""Fiberglass"" (Glass-Fiber-Reinforced Thermosetting-Resin) Sewer Pipe",ASTM,ASTM INTERNATIONAL,ORG052,"{""33 01 98"": [""1.3"", ""2.2.3.1""], ""33 30 00"": [""1.1"", ""2.2.2.5"", ""2.2.2.6""]}"
ASTM D3273,(2021) Standard Test Method for Resistance to Growth of Mold on the Surface of Interior Coatings in an Environmental Chamber,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 24 00"": [""1.1"", ""1.2.3.3""], ""09 26 00"": [""1.1"", ""2.1.3""], ""09 29 00"": [""1.1"", ""2.1.1.5""]}"
ASTM D3274,"(2009; R 2017) Standard Test Method for Evaluating Degree of Surface Disfigurement of Paint Films by Fungal or Algal Growth, or Soil and Dirt Accumulation",ASTM,ASTM INTERNATIONAL,ORG052,"{""09 01 90.50"": [""1.1"", ""3.4""]}"
ASTM D3276,(2015; E 2016) Standard Guide for Painting Inspectors (Metal Substrates),ASTM,ASTM INTERNATIONAL,ORG052,"{""09 97 13.16"": [""1.1"", ""1.9"", ""3.11.2.1""], ""09 97 13.17"": [""1.1"", ""1.9"", ""3.12.1.1""], ""09 97 13.27"": [""1.1"", ""1.8"", ""3.9.2.1""], ""33 52 80"": [""1.1"", ""3.7.1.1""]}"
ASTM D3278,(2021) Standard Test Methods for Flash Point of Liquids by Small Scale Closed-Cup Apparatus,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 19 00"": [""1.1"", ""2.2.1"", ""2.2.2"", ""2.2.3"", ""2.2.4""], ""09 68 00"": [""1.1"", ""2.4""], ""33 61 13.19"": [""1.1"", ""2.12.6""]}"
ASTM D3299,(2010) Filament-Wound Glass-Fiber-Reinforced Thermoset Resin Corrosion-Resistant Tanks,ASTM,ASTM INTERNATIONAL,ORG052,"{""22 31 00"": [""1.1"", ""2.3.1""], ""43 31 13.13 10"": [""1.2"", ""2.2.14"", ""2.2.2.2.2""], ""46 07 13.13"": [""1.1"", ""2.2.2.2.5""], ""46 30 00"": [""1.1"", ""2.2.8""], ""46 61 00"": [""1.1"", ""2.2.2.12.2""]}"
ASTM D3307,(2016) Standard Specification for Perfluoroalkoxy (PFA)-Fluorocarbon Resin Molding and Extrusion Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""40 05 13"": [""1.2"", ""2.5.7""]}"
ASTM D3308,(2012; R 2017) Standard Specification for PTFE Resin Skived Tape,ASTM,ASTM INTERNATIONAL,ORG052,"{""21 30 00"": [""1.4"", ""3.4.2""], ""23 23 00"": [""1.1"", ""3.2.3.1""], ""23 52 30.02 10"": [""1.1"", ""2.2.16.1""], ""23 57 10.00 10"": [""1.1"", ""3.5.5""], ""23 58 00.00 10"": [""1.1"", ""3.2.1.1""], ""23 63 00.00"": [""1.1"", ""3.2.5.4""], ""23 64 26"": [""1.1"", ""3.1.4.1""], ""31 21 00"": [""1.2"", ""2.3""], ""33 31 23.00 10"": [""1.1"", ""2.5.5""], ""33 51 15"": [""1.2"", ""2.2.9.2""], ""33 52 10"": [""1.2"", ""2.9.5""], ""33 52 40"": [""1.2"", ""2.10.3""], ""33 56 10"": [""1.2"", ""2.14.5""], ""40 05 13"": [""1.2"", ""2.4.4.1"", ""2.6.1.4"", ""2.6.2.4"", ""2.7.1.3.2"", ""2.7.2.4.2"", ""2.7.3.4.2"", ""2.7.4.3.2"", ""2.8.4.2""], ""46 07 53"": [""1.1"", ""2.5.12""], ""46 53 62"": [""1.1"", ""2.4.6""], ""46 61 00"": [""1.1"", ""2.2.1.9.3""]}"
ASTM D3311,"(2017) Standard Specification for Drain, Waste, and Vent (DWV) Plastic Fittings Patterns",ASTM,ASTM INTERNATIONAL,ORG052,"{""13 34 23.12 10"": [""1.1"", ""3.4.3.3""], ""22 00 00"": [""1.1"", ""3.3.9""], ""22 00 70"": [""1.1"", ""2.4.3"", ""2.4.4"", ""3.4.4""]}"
ASTM D3330/D3330M,(2004; R 2018) Standard Test Method for Peel Adhesion of Pressure-Sensitive Tape,ASTM,ASTM INTERNATIONAL,ORG052,"{""08 87 23.13"": [""1.1"", ""2.2.3""]}"
ASTM D3335,"(1985a; R 2020) Low Concentrations of Lead, Cadmium, and Cobalt in Paint by Atomic Absorption Spectroscopy",ASTM,ASTM INTERNATIONAL,ORG052,"{""09 97 13.17"": [""1.1"", ""2.6.1.2"", ""2.6.2""], ""09 97 13.25"": [""1.1"", ""2.7.1"", ""2.7.2"", ""2.7.3"", ""2.9.2.2"", ""3.12""], ""32 17 23.16"": [""1.2"", ""2.2.6""], ""33 52 80"": [""1.1"", ""2.6.1.2"", ""2.6.2""]}"
ASTM D3350,(2021) Polyethylene Plastics Pipe and Fittings Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 81 47"": [""1.1"", ""2.4.1""], ""31 68 13"": [""1.2"", ""2.1.6.1""], ""33 01 98"": [""1.3"", ""2.2.2.1""], ""33 05 07.13"": [""1.1"", ""2.2.1.2""], ""33 11 00"": [""1.2"", ""2.1.1.2.4.1"", ""2.1.1.2.4.2""], ""33 30 00"": [""1.1"", ""2.2.2.4""], ""33 31 23.00 10"": [""1.1"", ""2.1.2.1""], ""33 34 56.00 10"": [""1.1"", ""2.2.1.3"", ""2.2.1.4.3"", ""2.2.2.2""], ""33 51 15"": [""1.2"", ""2.3.1""], ""33 61 13.13"": [""1.2"", ""2.2.3.2""], ""35 59 13.14 20"": [""1.1"", ""2.7.1.1""], ""40 05 13"": [""1.2"", ""2.14.1"", ""2.14.2""], ""44 10 00"": [""1.1"", ""2.2.1""], ""44 41 00"": [""1.1"", ""2.4.1.2"", ""2.4.1.2.1"", ""2.4.1.2.3""]}"
ASTM D3359,(2017) Standard Test Methods for Rating Adhesion by Tape Test,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 41 13"": [""1.1"", ""2.2""], ""07 42 13"": [""1.1"", ""2.2.3.6""], ""09 01 90.50"": [""1.1"", ""3.5""], ""10 56 13"": [""1.1"", ""2.4""], ""11 68 13"": [""1.1"", ""2.1.5.2""], ""23 30 00"": [""1.1"", ""2.9""], ""33 61 13.19"": [""1.1"", ""3.5""]}"
ASTM D3363,(2005; E 2011; R 2011; E 2012) Film Hardness by Pencil Test,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 41 13"": [""1.1"", ""2.2""], ""07 41 63"": [""1.1"", ""2.4.5""], ""07 42 13"": [""1.1"", ""2.2.3.6""], ""07 42 63"": [""1.1"", ""2.1.5""], ""11 68 13"": [""1.1"", ""2.1.5.2"", ""2.1.5.3""], ""13 34 19"": [""1.1"", ""2.4.5""], ""26 13 14"": [""1.1"", ""2.4.5""]}"
ASTM D3370,(2018) Standard Practices for Sampling Water from Flowing Process Streams,ASTM,ASTM INTERNATIONAL,ORG052,"{""35 31 19.40"": [""1.1.2.2"", ""1.2""]}"
ASTM D3381/D3381M,(2018) Standard Specification for Viscosity-Graded Asphalt Binder for Use in Pavement Construction,ASTM,ASTM INTERNATIONAL,ORG052,"{""26 42 13"": [""1.1"", ""3.7.1.3""], ""26 42 15"": [""1.1"", ""3.7.1.3""], ""26 42 17"": [""1.1"", ""3.7.1.3""], ""32 01 13.62"": [""1.2"", ""2.3.1.3""], ""32 11 23.23"": [""1.2"", ""2.2""], ""32 11 26"": [""1.2"", ""2.2.1""], ""32 12 15.13"": [""1.3"", ""2.4""], ""32 12 16.19"": [""1.2"", ""2.2.1""], ""32 12 19.16"": [""1.1"", ""2.3""]}"
ASTM D3389,"(2016) Standard Test Method for Coated Fabrics Abrasion Resistance (Rotary Platform, Double-Head Abrader)",ASTM,ASTM INTERNATIONAL,ORG052,"{""33 56 21.18"": [""1.1"", ""2.4.3""]}"
ASTM D3418,(2015) Transition Temperatures of Polymers by Differential Scanning Calorimetry,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 01 00"": [""1.3"", ""2.6.3""]}"
ASTM D3427,(2019) Standard Test Method for Air Release Properties of Petroleum Oils,ASTM,ASTM INTERNATIONAL,ORG052,"{""48 06 15"": [""1.2"", ""2.3.2""]}"
ASTM D3451,(2006; R 2017) Standard Guide for Testing Coating Powders and Powder Coatings,ASTM,ASTM INTERNATIONAL,ORG052,"{""10 51 13"": [""1.1"", ""2.3.5""], ""12 93 00"": [""1.1"", ""1.4.5"", ""2.10.6"", ""2.10.7"", ""2.10.8"", ""2.5.2"", ""2.9.1.2""]}"
ASTM D3462/D3462M,(2019) Standard Specification for Asphalt Shingles Made from Glass Felt and Surfaced with Mineral Granules,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 31 13"": [""1.1"", ""2.1.1""]}"
ASTM D3464,(1996; R 2014) Standard Test Method for Average Velocity in a Duct Using a Thermal Anemometer,ASTM,ASTM INTERNATIONAL,ORG052,"{""01 91 19"": [""1.2"", ""3.9.5.5.2""]}"
ASTM D3465,(2014) Standard Test Method for Purity of Monmeric Plasticizers by Gas Chromatography,ASTM,ASTM INTERNATIONAL,ORG052,"{""09 97 02"": [""1.2"", ""2.4.2.1""]}"
ASTM D3487,(2016; E2017) Standard Specification for Mineral Insulating Oil Used in Electrical Apparatus,ASTM,ASTM INTERNATIONAL,ORG052,"{""26 11 13.00 20"": [""1.1"", ""2.2.16"", ""2.2.3.3""], ""26 11 16"": [""1.1"", ""2.2.2.4""], ""26 12 19"": [""1.1"", ""2.2.3""], ""26 12 21"": [""1.1"", ""2.3""], ""33 71 01"": [""1.1"", ""2.15""]}"
ASTM D3489,(2017) Standard Test Method for Microcellular Urethane Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""33 56 21.17"": [""1.1"", ""2.13.2.7""]}"
ASTM D3498,(2019a) Standard Specification for Adhesives for Field-Gluing Wood Structural Panels (Plywood or Oriented Stand Board) to Wood Based Floor System Framing,ASTM,ASTM INTERNATIONAL,ORG052,"{""06 10 00"": [""1.1"", ""3.1.6.1""]}"
ASTM D3551,(2008) Laboratory Preparation of Soil-Lime Mixtures Using a Mechanical Mixer,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 11 13.13"": [""1.3"", ""1.8.1"", ""2.2.4""]}"
ASTM D3574,"(2017) Standard Test Methods for Flexible Cellular Materials — Slab, Bonded, and Molded Urethane Foams",ASTM,ASTM INTERNATIONAL,ORG052,"{""09 68 00"": [""1.1"", ""2.3.2.3"", ""2.3.3.1""]}"
ASTM D3575,(2020) Standard Test Methods for Flexible Cellular Materials Made from Olefin Polymers,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 21 16"": [""1.1"", ""2.2""], ""07 21 23"": [""1.1"", ""2.2""], ""35 59 13.17"": [""1.1"", ""2.1.2""]}"
ASTM D3595,(2014) Polychlorotrifluoroethylene (PCTFE) Extruded Plastic Sheet and Film,ASTM,ASTM INTERNATIONAL,ORG052,"{""08 34 01"": [""1.1"", ""2.5.3.3""], ""08 34 02"": [""1.1"", ""2.6.1.3""]}"
ASTM D36/D36M,(2014; R 2020) Standard Test Method for Softening Point of Bitumen (Ring-and-Ball Apparatus),ASTM,ASTM INTERNATIONAL,ORG052,"{""32 12 17.19"": [""1.3"", ""2.3""]}"
ASTM D3617,(2007; R 2015; E 2015) Sampling and Analysis of New Built-Up Roof Membranes,ASTM,ASTM INTERNATIONAL,ORG052,"{""07 51 13"": [""1.1"", ""1.3"", ""3.5.3""]}"
ASTM D3625/D3625M,(2012) Standard Practice for Effect of Water on Bituminous-Coated Aggregate Using Boiling Water,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 01 13.62"": [""1.2"", ""2.3.3.1""], ""32 12 16.19"": [""1.2"", ""3.14.1.7""]}"
ASTM D3628,(2015; R 2021) Standard Practice for Selection and Use of Emulsified Asphalts,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 12 13"": [""2.2""], ""32 12 16.19"": [""1.2"", ""2.2.1.1""]}"
ASTM D3656/D3656M,(2013) Standard Specification for Insect Screening and Louver Cloth Woven from Vinyl-Coated Glass Yarns,ASTM,ASTM INTERNATIONAL,ORG052,"{""08 32 13"": [""1.1"", ""2.1.4""], ""08 44 00"": [""1.1"", ""2.1.13""], ""08 51 13"": [""1.1"", ""2.2.9.1""], ""08 51 23"": [""1.1"", ""2.11.2""], ""08 52 00"": [""1.1"", ""2.5""], ""08 53 00"": [""1.1"", ""2.2.5""]}"
ASTM D3665,(2012; R 2017) Standard Practice for Random Sampling of Construction Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""32 01 16.74"": [""1.2"", ""3.7.1.2""], ""32 11 20"": [""1.2"", ""3.13.1""], ""32 11 23"": [""1.2"", ""3.13.1""], ""32 11 26"": [""1.2"", ""3.8.1""], ""32 11 36.13"": [""1.1"", ""3.9.1.2""], ""32 12 15.13"": [""1.3"", ""1.7.4"", ""1.7.8"", ""3.6.1""], ""32 12 15.16"": [""1.3"", ""1.5.1"", ""3.6.1""], ""32 12 16.16"": [""1.3"", ""1.5.4"", ""1.5.8"", ""3.6.1""], ""32 12 17.19"": [""1.3"", ""1.6.4"", ""1.6.5"", ""3.6.1""], ""32 13 13.17"": [""1.2"", ""3.9.3""], ""32 13 13.43"": [""1.2"", ""1.4.8.1"", ""1.4.8.2""], ""32 13 14.13"": [""1.2"", ""1.4.8.1""], ""32 13 14.14"": [""1.2"", ""1.6.1"", ""3.12.1""]}"
ASTM D3666,(2016) Standard Specification for Minimum Requirements for Agencies Testing and Inspecting Road and Paving Materials,ASTM,ASTM INTERNATIONAL,ORG052,"{""01 45 00"": [""1.1"", ""1.9.1""], ""32 11 13.16"": [""1.2"", ""1.5.1""], ""32 11 26"": [""1.2"", ""1.4.1""], ""32 11 26.19"": [""1.2"", ""1.5.1""], ""32 12 15.13"": [""1.3"", ""1.8""], ""32 12 15.16"": [""1.3"", ""3.7""], ""32 12 16.16"": [""1.3"", ""1.5.11""], ""32 12 17.19"": [""1.3"", ""1.6.8""]}"
ASTM D3667,(2016) Standard Specification for Rubber Seals Used in Flat-Plate Solar Collectors,ASTM,ASTM INTERNATIONAL,ORG052,"{""48 14 13.00 20"": [""1.1"", ""2.4.2""]}"
ASTM D3676,(2013) Rubber Cellular Cushion Used for Carpet or Rug Underlay,ASTM,ASTM INTERNATIONAL,ORG052,"{""09 68 00"": [""1.1"", ""2.1.5.12""]}"
ASTM D3678,(2019) Standard Specification for Rigid Poly (Vinyl Chloride) (PVC) Interior-Profile Extrusions,ASTM,ASTM INTERNATIONAL,ORG052,"{""09 26 00"": [""1.1"", ""2.1.10""]}"
ASTM D3681,(2012; E 2014) Standard Test Method for Chemical Resistance of “Fiberglass”� (Glass – Fiber – Reinforced Thermosetting-Resin) Pipe in a Deflected Condition,ASTM,ASTM INTERNATIONAL,ORG052,"{""33 01 98"": [""1.3"", ""2.2.3.1""]}"
ASTM D3689,(2007; E 2013; R 2013) Standard Test Methods for Deep Foundations Under Static Axial Tensile Load,ASTM,ASTM INTERNATIONAL,ORG052,"{""31 62 13.24"": [""1.2"", ""1.7.7.1"", ""3.3.2.2""], ""31 62 13.26"": [""1.2"", ""1.5.4.1""], ""31 62 16.13"": [""1.2"", ""1.5.7.1"", ""3.3.3""], ""31 62 16.16"": [""1.2"", ""1.5.7.1"", ""3.3.3""], ""31 62 19"": [""1.2"", ""1.5.7.1"", ""3.3.3""], ""31 62 50"": [""1.2"", ""1.5.4.1""], ""31 63 16"": [""1.2"", ""1.6.5.1"", ""3.9.4""], ""31 63 26.60"": [""1.2"", ""1.5.7.1"", ""3.3.3""], ""35 59 13.14 20"": [""1.1"", ""3.4.2.2""]}"
